Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.Advisor,recommendations/suppressions,Microsoft.Advisor/recommendations/suppressions/read,Read Suppressions,Gets suppressions,FALSE
Microsoft.Advisor,recommendations/suppressions,Microsoft.Advisor/recommendations/suppressions/write,Create/Update Suppressions,Creates/updates suppressions,FALSE
Microsoft.Advisor,recommendations/suppressions,Microsoft.Advisor/recommendations/suppressions/delete,Delete Suppression,Deletes suppression,FALSE
Microsoft.Advisor,suppressions,Microsoft.Advisor/suppressions/read,Read Suppressions,Gets suppressions,FALSE
Microsoft.Advisor,suppressions,Microsoft.Advisor/suppressions/write,Create/Update Suppressions,Creates/updates suppressions,FALSE
Microsoft.Advisor,suppressions,Microsoft.Advisor/suppressions/delete,Delete Suppression,Deletes suppression,FALSE
Microsoft.AlertsManagement,,Microsoft.AlertsManagement/register/action,Subscription Registration Action,Subscription Registration Action,FALSE
Microsoft.AlertsManagement,,Microsoft.AlertsManagement/register/action,Register subscription,Registers the subscription for the Microsoft Alerts Management,FALSE
Microsoft.AlertsManagement,alertsList,Microsoft.AlertsManagement/alertsList/read,Read alerts,Get all the alerts for the input filters across subscriptions,FALSE
Microsoft.AlertsManagement,alertsMetaData,Microsoft.AlertsManagement/alertsMetaData/read,Read alerts meta data,Get alerts meta data for the input parameter.,FALSE
Microsoft.AlertsManagement,alertsSummaryList,Microsoft.AlertsManagement/alertsSummaryList/read,Read alerts summary,Get the summary of alerts across subscriptions,FALSE
Microsoft.AlertsManagement,actionRules,Microsoft.AlertsManagement/actionRules/read,Read action rules,Get all the action rules for the input filters.,FALSE
Microsoft.AlertsManagement,actionRules,Microsoft.AlertsManagement/actionRules/write,Write action rule,Create or update action rule in a given subscription,FALSE
Microsoft.AlertsManagement,actionRules,Microsoft.AlertsManagement/actionRules/delete,Delete action rule,Delete action rule in a given subscription.,FALSE
Microsoft.AlertsManagement,alerts,Microsoft.AlertsManagement/alerts/read,Read alerts,Get all the alerts for the input filters.,FALSE
Microsoft.AlertsManagement,alerts,Microsoft.AlertsManagement/alerts/changestate/action,Resolve alerts,Change the state of the alert.,FALSE
Microsoft.AlertsManagement,alerts/diagnostics,Microsoft.AlertsManagement/alerts/diagnostics/read,Read alert diagnostics,Get all diagnostics for the alert,FALSE
Microsoft.AlertsManagement,alerts/history,Microsoft.AlertsManagement/alerts/history/read,Read alert history,Get history of the alert,FALSE
Microsoft.AlertsManagement,alertsSummary,Microsoft.AlertsManagement/alertsSummary/read,Read alerts summary,Get the summary of alerts,FALSE
Microsoft.AlertsManagement,Operations,Microsoft.AlertsManagement/Operations/read,Read operations,Reads the operations provided,FALSE
Microsoft.AlertsManagement,resourceHealthAlertRules,Microsoft.AlertsManagement/resourceHealthAlertRules/write,Create Resource Health alert rule,Create or update Resource Health alert rule in a given subscription,FALSE
Microsoft.AlertsManagement,resourceHealthAlertRules,Microsoft.AlertsManagement/resourceHealthAlertRules/read,Read Resource Health alert rules,Get all the Resource Health alert rules for the input filters,FALSE
Microsoft.AlertsManagement,resourceHealthAlertRules,Microsoft.AlertsManagement/resourceHealthAlertRules/delete,Delete Resource Health alert rule,Delete Resource Health alert rule in a given subscription,FALSE
Microsoft.AlertsManagement,smartDetectorAlertRules,Microsoft.AlertsManagement/smartDetectorAlertRules/write,Create Smart Detector alert rule,Create or update Smart Detector alert rule in a given subscription,FALSE
Microsoft.AlertsManagement,smartDetectorAlertRules,Microsoft.AlertsManagement/smartDetectorAlertRules/read,Read Smart Detector alert rules,Get all the Smart Detector alert rules for the input filters,FALSE
Microsoft.AlertsManagement,smartDetectorAlertRules,Microsoft.AlertsManagement/smartDetectorAlertRules/delete,Delete Smart Detector alert rule,Delete Smart Detector alert rule in a given subscription,FALSE
Microsoft.AlertsManagement,smartGroups,Microsoft.AlertsManagement/smartGroups/read,Read smart groups,Get all the smart groups for the input filters,FALSE
Microsoft.AlertsManagement,smartGroups,Microsoft.AlertsManagement/smartGroups/changestate/action,Read smart groups,Change the state of the smart group,FALSE
Microsoft.AlertsManagement,smartGroups/history,Microsoft.AlertsManagement/smartGroups/history/read,Read smart group history,Get history of the smart group,FALSE
Microsoft.AnalysisServices,,Microsoft.AnalysisServices/register/action,Register Analysis Services provider,Registers Analysis Services resource provider.,FALSE
Microsoft.AnalysisServices,locations,Microsoft.AnalysisServices/locations/checkNameAvailability/action,Check availability of the Analysis Server name,Checks that given Analysis Server name is valid and not in use.,FALSE
Microsoft.AnalysisServices,locations/operationresults,Microsoft.AnalysisServices/locations/operationresults/read,Read operation results,Retrieves the information of the specified operation result.,FALSE
Microsoft.AnalysisServices,locations/operationstatuses,Microsoft.AnalysisServices/locations/operationstatuses/read,Read operation statuses,Retrieves the information of the specified operation status.,FALSE
Microsoft.AnalysisServices,operations,Microsoft.AnalysisServices/operations/read,Read operations,Retrieves the information of operations,FALSE
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/read,Read Analysis Server,Retrieves the information of the specified Analysis Server.,FALSE
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/write,Create/Update Analysis Server,Creates or updates the specified Analysis Server.,FALSE
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/delete,Delete the Analysis Server,Deletes the Analysis Server.,FALSE
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/suspend/action,Suspend the Analysis Server.,Suspends the Analysis Server.,FALSE
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/resume/action,Resume the Analysis Server.,Resumes the Analysis Server.,FALSE
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/listGatewayStatus/action,List the status of the gateway associated with the server,List the status of the gateway associated with the server.,FALSE
Microsoft.AnalysisServices,servers/providers/Microsoft.Insights/diagnosticSettings,Microsoft.AnalysisServices/servers/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for Analysis Server,FALSE
Microsoft.AnalysisServices,servers/providers/Microsoft.Insights/diagnosticSettings,Microsoft.AnalysisServices/servers/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for Analysis Server,FALSE
Microsoft.AnalysisServices,servers/providers/Microsoft.Insights/logDefinitions,Microsoft.AnalysisServices/servers/providers/Microsoft.Insights/logDefinitions/read,Read Analysis Server log definitions,Gets the available logs for servers,FALSE
Microsoft.AnalysisServices,servers/providers/Microsoft.Insights/metricDefinitions,Microsoft.AnalysisServices/servers/providers/Microsoft.Insights/metricDefinitions/read,Read Microsoft Analysis Service metrics,Gets the available metrics for Analysis Server,FALSE
Microsoft.AnalysisServices,servers/skus,Microsoft.AnalysisServices/servers/skus/read,Read available SKU information for the server,Retrieve available SKU information for the server,FALSE
Microsoft.AnalysisServices,skus,Microsoft.AnalysisServices/skus/read,Read SKU information,Retrieves the information of Skus,FALSE
Microsoft.ApiManagement,,Microsoft.ApiManagement/register/action,Register Microsoft.ApiManagement resource provider,Register subscription for Microsoft.ApiManagement resource provider,FALSE
Microsoft.ApiManagement,,Microsoft.ApiManagement/unregister/action,Un-register Microsoft.ApiManagement resource provider,Un-register subscription for Microsoft.ApiManagement resource provider,FALSE
Microsoft.ApiManagement,operations,Microsoft.ApiManagement/operations/read,Read all API operations available for API Management,Read all API operations available for Microsoft.ApiManagement resource,FALSE
Microsoft.ApiManagement,reports,Microsoft.ApiManagement/reports/read,Get reports,"Get reports aggregated by time periods, geographical region, developers, products, APIs, operations, subscription and byRequest.",FALSE
Microsoft.ApiManagement,checkNameAvailability,Microsoft.ApiManagement/checkNameAvailability/read,Check Name Availability,Checks if provided service name is available,FALSE
Microsoft.ApiManagement,deletedservices,Microsoft.ApiManagement/deletedservices/read,Get deleted API Management Services,Get deleted API Management Services which can be restored within the soft-delete period,FALSE
Microsoft.ApiManagement,locations/deletedservices,Microsoft.ApiManagement/locations/deletedservices/delete,Purge API Management Service,Delete API Management Service without the option to restore it,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/write,Create or Update API Management Service instance,Create or Update API Management Service instance,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/read,Read metadata for an API Management Service instance,Read metadata for an API Management Service instance,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/delete,Delete API Management Service instance,Delete API Management Service instance,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/updatehostname/action,Update domain names,"Setup, update or remove custom domain names for an API Management Service",FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/updatecertificate/action,Upload SSL certificate,Upload SSL certificate for an API Management Service,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/backup/action,Backup API Management Service,Backup API Management Service to the specified container in a user provided storage account,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/restore/action,Restore API Management Service,Restore API Management Service from the specified container in a user provided storage account,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/managedeployments/action,Manage Service Deployments,"Change SKU/units, add/remove regional deployments of API Management Service",FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/getssotoken/action,Get SSO token,Gets SSO token that can be used to login into API Management Service Legacy portal as an administrator,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/applynetworkconfigurationupdates/action,Apply Network Configuration Updates,Updates the Microsoft.ApiManagement resources running in Virtual Network to pick updated Network Settings.,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/users/action,Register new user,Register a new user,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/notifications/action,Send notification,Sends notification to a specified user,FALSE
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/gateways/action,Get gateway keys or Update gateway hearbeat,Retrieves gateway configuration. or Updates gateway heartbeat.,FALSE
Microsoft.ApiManagement,service/privateLinkResources,Microsoft.ApiManagement/service/privateLinkResources/read,Get Private Link Group Resources,Get Private Link Group resources,FALSE
Microsoft.ApiManagement,service/apis,Microsoft.ApiManagement/service/apis/read,Get API list or Get API details,Lists all APIs of the API Management service instance. or Gets the details of the API specified by its identifier.,FALSE
Microsoft.ApiManagement,service/apis,Microsoft.ApiManagement/service/apis/write,Create API or Update API,Creates new or updates existing specified API of the API Management service instance. or Updates the specified API of the API Management service instance.,FALSE
